Date,Open,High,Low,Close,Adj Close,Volume
11/28/2007,39.5,39.700001,38.474998,39,32.062035,33075556
11/29/2007,38.75,42.575001,38.75,41.599998,34.199497,70233200
11/30/2007,42.5,43.5,42.400002,43.075001,35.412098,45016770
12/3/2007,43.25,44.849998,43.049999,43.525002,35.782051,33442288
12/4/2007,44.474998,44.799999,43.799999,43.950001,36.131451,32813412
12/5/2007,44.5,45.5,43.900002,44.599998,36.665806,30945038
12/6/2007,46,46.775002,45.400002,45.700001,37.570118,44410794
12/7/2007,46.775002,46.775002,45.025002,45.125,37.097424,32235934
12/10/2007,46.875,46.875,44,44.525002,36.604153,29031488
12/11/2007,45.25,45.25,44.450001,45,36.994648,15119178
12/12/2007,44,44.450001,43.299999,43.974998,36.151985,30154156
12/13/2007,43.650002,44.275002,41.400002,43.299999,35.597069,40048994
12/14/2007,42.5,42.625,40.674999,41.049999,33.747334,38049022
12/17/2007,40,40.474998,39.049999,39.799999,32.719704,39310600
12/18/2007,39.75,40.424999,38.200001,39.450001,32.431976,28444668
12/19/2007,39.799999,40.375,39.25,39.924999,32.822472,21572460
12/20/2007,40,41,39.799999,40.299999,33.13076,11278128
12/21/2007,40.650002,41.799999,40.650002,41,33.706226,25235912
12/24/2007,41.400002,42.299999,41.400002,42.25,34.73386,16138270
12/27/2007,43.25,43.25,41.799999,42.325001,34.795517,14596926
12/28/2007,41.775002,42.325001,41.174999,41.650002,34.240604,14069108
12/31/2007,41.349998,42.75,41.25,41.799999,34.363918,18078218
1/2/2008,41.5,41.924999,40.375,41.299999,33.952866,15145760
1/3/2008,40.349998,40.349998,39.775002,40.049999,32.925243,22017400
1/4/2008,39.75,40.349998,39.5,40.349998,33.171864,21611688
1/7/2008,39.25,39.400002,38.5,39.400002,32.390865,27281830
1/8/2008,40,40.25,38.700001,39.025002,32.082581,21399168
1/9/2008,38.349998,39.950001,38.200001,39.950001,32.843033,25858964
1/10/2008,40.200001,40.450001,39.25,39.424999,32.411423,20951936
1/11/2008,39.924999,40.174999,38.775002,38.799999,31.897604,14721526
1/14/2008,39.299999,39.450001,38,38.25,31.445452,22425980
1/15/2008,38.5,38.599998,36.5,37.299999,30.664459,25796090
1/16/2008,35.5,36,34.025002,34.474998,28.342014,65969232
1/17/2008,33.525002,37.025002,33.525002,36.200001,29.760139,43577240
1/18/2008,35.75,36.724998,34,36.325001,29.862911,29144772
1/21/2008,35.25,35.549999,33.200001,34.025002,27.972067,44008052
1/22/2008,31.5,31.549999,29.125,30,24.663099,95242846
1/23/2008,29.975,33.299999,29.674999,32.625,26.821125,70926736
1/24/2008,29.203501,34.525002,29.203501,31.275,25.711279,64302504
1/25/2008,29.9475,34.5,29.9475,34.099998,28.033724,55762812
1/28/2008,32.724998,32.825001,30.6,31.75,26.101778,43165204
1/29/2008,33,33,30.225,30.700001,25.238571,50807600
1/30/2008,34,34,27.65,28.700001,23.594362,67402392
1/31/2008,27.9,28.725,26.65,27.15,22.320108,53712822
2/1/2008,28,28.6,26.75,27.799999,22.854471,68273484
2/4/2008,26.2575,31.25,26.2575,31.15,25.608517,63271112
2/5/2008,30.950001,30.950001,29.725,30.75,25.279676,24957608
2/6/2008,28.475,28.924999,26,28.25,23.224421,51119348
2/11/2008,28.1,28.25,26.799999,27.375,22.505079,28578744
2/12/2008,27.1,27.75,26.6,27,22.196793,32807716
2/13/2008,27.25,27.875,26.625,26.9,22.114578,36701376
2/14/2008,27.9,29.375,27.575001,28.799999,23.676577,43171988
2/15/2008,28,29.549999,27.75,29.375,24.149284,32705800
2/18/2008,30,30.35,28.65,28.725,23.614914,28300746
2/19/2008,29,30.674999,28.799999,29.725,24.437019,33025010
2/20/2008,30.25,30.25,28.875,29.200001,24.005417,36940560
2/21/2008,29.6,30.125,28.75,29.049999,23.882097,22300552
2/22/2008,28.799999,28.799999,27.975,28.275,23.244968,21049200
2/25/2008,28.125,28.75,27.299999,27.775,22.833918,24980230
2/26/2008,28.25,28.575001,27.75,28.049999,23.059998,20314240
2/27/2008,28.65,31.25,28.549999,30.299999,24.909729,76433380
2/28/2008,30.049999,31.75,29.525,30.75,25.279676,43738074
2/29/2008,30,30.625,29.825001,30.35,24.950834,25892700
3/3/2008,29,29.674999,28.799999,29.424999,24.190388,28382348
3/4/2008,29.549999,29.65,27.9,28,23.018892,32155506
3/5/2008,27.75,28.700001,27.5,28.299999,23.265528,28304596
3/6/2008,26.160999,30.475,26.160999,29.5,24.25205,53833948
3/7/2008,28.549999,29.275,28.525,28.924999,23.779339,36869050
3/10/2008,28.6,28.924999,27.799999,28.700001,23.594362,27618802
3/11/2008,28.25,29.25,27.799999,29.125,23.943756,23567042
3/12/2008,28.485001,30.5,28.485001,30.325001,24.930283,50003440
3/13/2008,29.5,29.700001,28.475,29.049999,23.882097,39900874
3/14/2008,29.049999,29.424999,28.475,28.85,23.717678,30428432
3/17/2008,27.4,27.4,25.6,26.625,21.8885,41669778
3/18/2008,27,27.025,24.275,25.950001,21.333584,79805536
3/19/2008,25.205,27.700001,25.205,26.575001,21.847397,56755896
3/20/2008,25.625,25.625,24.625,24.950001,20.511478,53901910
3/25/2008,25.5,27.125,25.275,26.575001,21.847397,62633682
3/26/2008,26.475,27.225,26.15,26.799999,22.032368,49742914
3/27/2008,26.5,26.5,25.65,26.375,21.682978,30066046
3/28/2008,26.5,28.65,26.075001,28.5,23.429945,53957452
3/31/2008,28.200001,28.475,27.4,27.475,22.587292,40325914
4/1/2008,28.049999,28.049999,27.075001,27.799999,22.854471,31772108
4/2/2008,29.924999,30.424999,29.15,29.299999,24.087627,77503142
4/3/2008,29.5,32.150002,29.5,31.525,25.916805,70509932
4/7/2008,29.042999,34.25,29.042999,33.174999,27.273277,91828576
4/8/2008,33.25,34.150002,32.125,32.674999,26.862223,57206164
4/9/2008,32.849998,32.849998,31,31.700001,26.060675,39496920
4/10/2008,31.1,32.400002,30.674999,32.075001,26.791544,32251228
4/11/2008,32.299999,32.75,32,32.599998,27.230057,26572704
4/14/2008,31.65,31.725,30.674999,30.875,25.789211,44993466
4/15/2008,30.975,31,29.325001,30.450001,25.434216,49081266
4/16/2008,30.450001,30.799999,29.75,30.225,25.246277,24627000
4/17/2008,31.049999,31.424999,30.549999,30.725,25.663918,28067884
4/18/2008,30.5,30.525,29,29.950001,25.016579,65761400
4/21/2008,29.975,31.700001,29.975,31.475,26.290379,49064456
4/22/2008,30.674999,31.525,30.549999,31.450001,26.269495,48667408
4/23/2008,31.625,33.224998,31.275,33,27.564171,72863336
4/24/2008,31.735001,37,31.735001,36.474998,30.466763,136559472
4/25/2008,36.650002,37.075001,35.474998,35.825001,29.923836,44928890
4/28/2008,35.700001,35.700001,34.825001,35.375,29.547964,37087316
4/29/2008,35.474998,36.400002,35.224998,36.400002,30.404125,39790692
4/30/2008,35.7845,38.200001,35.7845,36.974998,30.884405,61621152
5/2/2008,38,38.549999,37.799999,38,31.740559,45666896
5/5/2008,38.099998,38.625,37.849998,38.099998,31.824095,28525348
5/6/2008,37.900002,37.900002,37.099998,37.724998,31.510862,28332604
5/7/2008,38.25,38.25,35.325001,36.075001,30.132664,62372782
5/8/2008,35.75,35.775002,34.549999,34.875,29.130322,49857010
5/9/2008,35.75,35.75,33.875,34.900002,29.151205,46757208
5/13/2008,34,35.650002,33.950001,35.5,29.65237,36842600
5/14/2008,34.75,35.349998,34.200001,35.150002,29.360022,29415366
5/15/2008,35.75,35.75,34.299999,35.375,29.547964,22458140
5/16/2008,35.799999,35.849998,35,35.25,29.443554,21228680
5/19/2008,35.25,35.549999,34.799999,35.349998,29.527082,20453054
5/20/2008,35.75,35.75,34.025002,34.700001,28.984152,24324082
5/21/2008,34,34.525002,33.525002,34.299999,28.650032,34908496
5/22/2008,33.099998,33.75,32.900002,33.575001,28.04446,28912980
5/23/2008,33.525002,33.75,32.299999,32.700001,27.313591,24409004
5/26/2008,31.775,31.775,31.025,31.225,26.08156,26442212
5/27/2008,31.4,32.275002,31.225,31.825001,26.582726,16381868
5/28/2008,31.700001,32.724998,31.525,32.25,26.937717,29403924
5/29/2008,33,33,32.400002,32.775002,27.376238,21058054
5/30/2008,32.75,33.25,32.25,32.525002,27.167419,21440600
6/2/2008,32.799999,34.200001,32.5,33.875,28.295046,26770698
6/3/2008,33.700001,33.700001,32.599998,32.75,27.355356,23103366
6/4/2008,32.599998,32.974998,31.700001,31.9,26.645369,21069052
6/5/2008,31.674999,32.099998,31.5,31.725,26.499199,17429704
6/6/2008,32.099998,32.549999,32,32.099998,26.81242,21997070
6/10/2008,30.575001,31.225,30.15,30.5,25.475981,26578586
6/11/2008,30.075001,30.700001,30,30.25,25.26716,21404484
6/12/2008,29.5,30.15,29.1,29.700001,24.80776,37768806
6/13/2008,29.799999,29.975,28.575001,28.75,24.01424,28504068
6/16/2008,28.924999,30.075001,28.9,29.700001,24.80776,23869952
6/17/2008,30.225,30.450001,29.4,29.700001,24.80776,20779848
6/18/2008,29.950001,30.875,29.35,30.625,25.580391,27035632
6/19/2008,29.424999,30.049999,29.299999,29.6,24.72423,23215000
6/20/2008,29.299999,30.775,29.299999,29.424999,24.578056,23976510
6/23/2008,28.4,29.525,28.4,29.375,24.536295,16649872
6/24/2008,29.375,29.375,28.4,28.5,23.805424,30555338
6/25/2008,29,29.450001,28.674999,29,24.223064,17262880
6/26/2008,29.424999,30.075001,29.125,29.174999,24.369238,41072858
6/27/2008,28.174999,29.15,28,29.075001,24.285709,36621558
6/30/2008,29.075001,29.075001,28.5,29,24.223064,31463704
7/2/2008,28.200001,29.225,26.1,26.75,22.343685,57396048
7/3/2008,26.5,26.5,24.325001,24.450001,20.422544,88709080
7/4/2008,24.424999,25.575001,24.25,25.375,21.195183,29226912
7/7/2008,25.25,26.225,25.25,25.9,21.633701,29917978
7/8/2008,25.525,25.575001,23.75,24.025,20.067553,50599362
7/9/2008,24.9,25.575001,24.9,25.4,21.216064,52280342
7/10/2008,24.85,26,24.674999,25.5,21.299587,40775940
7/11/2008,25.299999,26.125,24.924999,26.075001,21.779875,33973644
7/14/2008,26.200001,26.65,25.4,26.025,21.738111,15826328
7/15/2008,25.15,25.15,24,24.174999,20.192844,37682340
7/16/2008,23.65,24.35,23.575001,24.15,20.171963,27115548
7/17/2008,24.975,25.4,24.799999,24.9,20.798422,28223412
7/18/2008,25.65,25.65,24.875,25.625,21.403997,33589894
7/21/2008,26.275,27.375,26.1,26.9,22.468979,40717836
7/22/2008,26.85,27.174999,26.575001,26.85,22.427217,21173994
7/23/2008,27.5,28.075001,27.35,27.950001,23.346025,35700280
7/24/2008,28.450001,29.4,28.075001,28.4,23.721897,40963014
7/25/2008,27.825001,27.85,26.85,27.35,22.844854,40384538
7/28/2008,27.125,27.625,26.525,26.950001,22.510744,23455928
7/29/2008,26.049999,26.25,25.799999,26.25,21.926044,20903600
7/30/2008,26.955,26.955,26.955,26.955,22.514919,0
7/31/2008,27.4,27.4,26.75,27.275,22.782211,42356600
8/1/2008,27.2255,27.2255,26.025,27.025,22.573389,27916896
8/4/2008,26.75,27.049999,25.975,26.325001,21.988697,31104400
8/5/2008,26.025,26.700001,25.549999,25.950001,21.675467,24412800
8/6/2008,25.950001,25.950001,25.950001,25.950001,21.675467,0
8/7/2008,26.379999,26.379999,26.379999,26.379999,22.034634,0
8/8/2008,25.799999,26.6,25.424999,25.700001,21.466646,21837200
8/11/2008,25.9,26.200001,25,25,20.88195,20950600
8/12/2008,25.049999,25.575001,24.15,24.25,20.255493,30809742
8/13/2008,22.4655,24.25,22.4655,23.85,19.921381,41903768
8/14/2008,23.75,24.275,23.75,24.15,20.171963,27945800
8/15/2008,24.415001,24.415001,24.415001,24.415001,20.393318,0
8/18/2008,24.9,24.9,23.700001,24,20.046673,22081180
8/19/2008,24,25,23.9,24.4,20.380783,43267688
8/20/2008,24.299999,26.775,24.299999,26.35,22.009577,52748760
8/21/2008,26.200001,26.700001,25.700001,25.700001,21.466646,31504290
8/25/2008,26,27.200001,26,26.950001,22.510744,31264972
8/26/2008,26.6,28.125,26.325001,27.825001,23.241615,33725744
8/27/2008,28,28.975,27.725,28.9,24.139536,35391476
8/28/2008,29,29,28.025,28.35,23.680132,30377528
8/29/2008,28.9,29.35,28.775,28.85,24.097771,28625074
9/1/2008,28.4,28.549999,27.924999,28.5,23.805424,19255694
9/2/2008,28.5,29.125,28.075001,29.125,24.327471,33511416
9/3/2008,29,29,27.6,27.65,23.095436,24792988
9/4/2008,27.65,28.049999,27.1,27.125,22.656918,22418850
9/5/2008,26.299999,26.85,26.174999,26.65,22.260159,26528222
9/8/2008,28,28.5,27.75,28.35,23.680132,39755482
9/9/2008,30.5735,30.5735,27.424999,27.424999,22.907501,19813948
9/10/2008,27.200001,27.575001,26.075001,26.549999,22.176632,44379466
9/11/2008,26.4,26.4,25,25.4,21.216064,43678324
9/12/2008,25.75,26.6,25.049999,26.225,21.90517,42195392
9/16/2008,24.6,25.125,23.5,23.65,19.754328,98321234
9/17/2008,23.507,25,21.200001,21.799999,18.209061,90836632
9/18/2008,22.475,24.875,19.4,22.200001,18.714867,101902256
9/19/2008,22,26.125,22,25.950001,21.876165,92622288
9/22/2008,26.9,27.924999,25.85,27.549999,23.224983,70907762
9/23/2008,26.5,26.75,25.525,25.9,21.834013,51228862
9/24/2008,25.5,26.5,25.4,26,21.918312,37053884
9/25/2008,25.924999,27.65,25.924999,26.299999,22.171217,43328800
9/26/2008,26.125,26.125,23.424999,23.75,20.021536,112529634
9/29/2008,23.950001,24,21.125,21.25,17.914007,112303436
9/30/2008,21.4485,22.075001,18.975,21.975,18.525194,91385448
10/2/2008,18.975,26,18.975,25,21.075302,79626600
10/3/2008,26,26,24.075001,25,21.075302,52931488
10/6/2008,24.75,24.75,22.75,23,19.38928,40984016
10/8/2008,25.1,25.1,19.9,20.025,16.881319,107208728
10/9/2008,20.625,21.15,20,20.799999,17.534653,76302166
10/10/2008,20.658501,20.799999,18.299999,20.049999,16.902391,79454680
10/13/2008,20.65,23.65,20,23.25,19.600031,69186832
10/14/2008,20.4,25.025,20.4,22.4,18.883467,87487248
10/15/2008,22,22,20.299999,20.75,17.492502,51939054
10/16/2008,20.8515,20.8515,18.4,19.15,16.143682,66841720
10/17/2008,19.15,19.6,17.5,17.75,14.963465,71212708
10/20/2008,17.25,18.85,17.075001,18.299999,15.42712,77210618
10/21/2008,17.450001,18.75,16.9,17.299999,14.58411,45714848
10/22/2008,17.4,17.625,15.4,15.4,12.982387,65137610
10/23/2008,17.625,17.625,14.175,15.4,12.982387,62529428
10/24/2008,14.85,15.15,13.9,14.05,11.844319,55206324
10/27/2008,13.5,14.45,11.75,12,10.116144,92016492
10/28/2008,12,13.65,11.35,13,10.959156,104286026
10/29/2008,12.75,14.375,12.75,13.075,11.022381,53660436
10/30/2008,12.764,16.549999,12.764,15.55,13.108838,114404784
10/31/2008,15.425,16,14.95,16,13.488193,53120828
11/3/2008,15.435,17.799999,15.435,16.4,13.825397,56300240
11/4/2008,16.5,17.200001,15.525,16.700001,14.078302,31561512
11/5/2008,15.525,18.65,15.525,18,15.174216,55163832
11/6/2008,16.799999,17.049999,16.15,16.299999,13.741094,50278518
11/7/2008,15.8,17.125,15.35,17.125,14.436581,43966488
11/10/2008,16.85,18.9,16.85,18.075001,15.237441,41139384
11/11/2008,17.450001,18.450001,17,17.6,14.837011,30966812
11/12/2008,17.6,18,16.5,17,14.331205,33097786
11/13/2008,18,18,15.325,16.450001,13.86755,47292928
11/14/2008,16.9,17.15,16.200001,16.674999,14.057225,31038838
11/17/2008,16.475,17.174999,16.200001,16.525,13.930774,19676810
11/18/2008,16.049999,16.299999,14.35,14.55,12.265824,44753974
11/19/2008,14.5,15.4,14,14.45,12.181524,40992974
11/20/2008,14.728,14.728,13.5,14.4,12.139375,42899848
11/21/2008,13.6,15.4,13.6,14.9,12.56088,49357996
11/24/2008,16.343,16.343,14.15,14.175,11.949696,22345784
11/25/2008,14.1575,15.025,14.1575,14.65,12.350128,28022724
11/26/2008,14.75,15.425,14.75,15.425,13.00346,31441936
11/27/2008,15.219,16.25,15.175,15.5,13.066688,42150060
11/28/2008,15.425,15.7,14.5,14.625,12.32905,48606320
12/1/2008,14.8,15.675,14.3,15.3,12.898086,41660634
12/2/2008,15.553,15.553,14.3,14.575,12.286901,27422980
12/3/2008,14.725,15.175,14.65,14.95,12.603031,28686480
12/4/2008,15.35,16.15,15.2,15.75,13.277441,41081382
12/5/2008,15.2,17.475,15.2,16.65,14.036146,38565280
12/8/2008,17.9,19,17.775,18.65,15.722179,46565560
12/9/2008,17.775,18.799999,17.450001,17.85,15.047763,31528430
12/10/2008,18.4,19.25,18,18.9,15.93293,32074262
12/11/2008,19,19.924999,18.6,19.275,16.249056,31664576
12/12/2008,19.25,19.25,17.25,17.975,15.153137,32196202
12/15/2008,17.25,19.225,17.25,18.525,15.616798,30830658
12/16/2008,18.625,18.950001,18.025,18.6,15.680026,27310382
12/17/2008,19.4,19.775,18.9,19.4,16.354433,41842902
12/18/2008,19.25,20.275,19.25,20.275,17.092068,23809044
12/19/2008,19.4,21.6,19.275,20.225,17.049919,36065592
12/22/2008,19.9,20.700001,19.35,19.424999,16.375511,19973130
12/23/2008,19.823,19.823,17.775,18.125,15.279593,22644666
12/24/2008,17.674999,18.275,17.674999,18.049999,15.216369,11404832
12/29/2008,17.65,18.475,17.5,18.25,15.384969,8375826
12/30/2008,18.549999,18.6,18.125,18.125,15.279593,12975052
12/31/2008,18.4,19.200001,18.275,18.75,15.806475,10061900
1/2/2009,19,19.799999,18.674999,19.799999,16.691639,11866338
1/5/2009,19.200001,21.5,19.200001,21.5,18.12476,42152160
1/6/2009,20.683001,22.25,20.683001,21.549999,18.166908,38333624
1/7/2009,21.75,22.1,21,21.174999,17.850779,30312608
1/8/2009,22.1,22.1,19,19.9,16.77594,37798244
1/9/2009,19.5,19.65,18.700001,19.049999,16.059381,36332462
1/12/2009,18.475,18.5,17.4,17.700001,14.921313,43222324
1/13/2009,17.625,18.450001,16.875,17.049999,14.373358,30350886
1/14/2009,17.35,18.424999,17.275,17.775,14.984542,39416640
1/15/2009,17.989,18.475,16.65,18.174999,15.321741,59187228
1/16/2009,18.1,18.25,17.4,17.6,14.837011,52628500
1/19/2009,17.799999,18.4,17.700001,18.025,15.195294,15972632
1/20/2009,17.5,18.049999,17.125,17.725,14.942389,19087702
1/21/2009,17.5,17.5,15.95,16.5,13.909697,48903604
1/22/2009,16.5,16.85,16.049999,16.125,13.593571,26211910
1/23/2009,15.65,15.7,14.975,15.175,12.792708,51864584
1/29/2009,14.575,16.700001,14.575,16.174999,13.63572,29629132
1/30/2009,15.7,17.15,15.7,17.15,14.457654,27406336
2/2/2009,16.549999,17,16.025,16.325001,13.762174,19627800
2/3/2009,16.6,16.975,16.15,16.299999,13.741094,15480714
2/4/2009,16.799999,17.075001,16.674999,16.875,14.225829,19544232
2/5/2009,17,18.475,17,18.049999,15.216369,45922388
2/6/2009,18.75,18.9,17.975,18.575001,15.658951,31742240
2/9/2009,19,19.049999,18.35,18.725,15.7854,27852884
2/10/2009,18.575001,19.375,18.275,19,16.017227,24390602
2/11/2009,18.450001,18.625,18.049999,18.625,15.7011,17965724
2/12/2009,18.4,18.6,17.575001,18,15.174216,15995608
2/13/2009,18.200001,18.65,17.725,18.575001,15.658951,11163932
2/16/2009,18.975,18.975,18.174999,18.5,15.595723,14712990
2/17/2009,18.15,18.15,17.5,17.775,14.984542,22124614
2/18/2009,17.65,17.75,16.924999,17.375,14.647331,31903400
2/19/2009,17.125,18.174999,16.950001,18,15.174216,21032512
2/20/2009,17.299999,17.6,17.1,17.575001,14.815937,20116510
2/23/2009,17.6,18.65,17.5,18.325001,15.448199,24355360
2/24/2009,17.85,18.75,17.625,18.450001,15.553575,34425200
2/25/2009,19.15,19.5,18.775,19.475,16.41766,49682938
2/26/2009,19.5,19.75,18.5,19,16.017227,31815046
2/27/2009,19,19.424999,18.625,18.65,15.722179,23961156
3/2/2009,18,18.075001,17.4,17.725,14.942389,30497190
3/3/2009,17.549999,18,17.049999,17.775,14.984542,27370350
3/4/2009,17.950001,19.6,17.9,19.025,16.038305,51752368
3/5/2009,19.549999,19.9,18.799999,19.200001,16.185831,39175092
3/6/2009,18.75,19.049999,18.5,18.6,15.680026,30416834
3/9/2009,18.65,18.924999,18.4,18.4,15.511422,17805360
3/10/2009,18.4,19.6,18.4,19.174999,16.164757,20340678
3/11/2009,20.700001,20.700001,19.75,19.875,16.754864,42708976
3/12/2009,20.1,20.549999,19.85,20.375,17.176373,28785230
3/13/2009,21.25,22.4,21.15,22,18.546268,75774198
3/16/2009,22.174999,23.5,22.15,23.25,19.600031,48124670
3/17/2009,23,23,21.85,22.15,18.672716,42751078
3/18/2009,22.15,22.950001,22.049999,22.1,18.630569,17921452
3/19/2009,22.424999,22.924999,22.049999,22.9,19.304976,25729408
3/20/2009,22.525,22.700001,22,22,18.546268,18519838
3/23/2009,22.450001,23.674999,22.450001,23.625,19.916161,24700966
3/24/2009,24.25,25,23.75,24.674999,20.801323,36869192
3/25/2009,24.299999,24.5,23.4,23.475,19.789707,27019158
3/26/2009,23.9,24.975,23.65,24.775,20.885622,31005590
3/27/2009,24.799999,25.075001,24.1,24.5,20.653795,18878862
3/30/2009,23.950001,24.075001,22.25,22.575001,19.030998,26648268
3/31/2009,23.049999,23.35,22.25,23.125,19.494654,29524992
4/1/2009,23.5,24.25,23.4,23.65,19.937237,25508214
4/2/2009,24.625,26,24.575001,25.825001,21.77079,31664082
4/3/2009,25.15,25.975,25.049999,25.9,21.834013,23715230
4/6/2009,26.5,27.1,26.125,26.424999,22.276594,23756094
4/7/2009,26.125,26.375,25.25,25.450001,21.454659,21614448
4/8/2009,25.450001,25.450001,24.1,24.325001,20.506271,21882240
4/9/2009,24.5,26.4,24.5,26.200001,22.086916,41717938
4/14/2009,26.15,27.025,25.875,26.625,22.445194,54117046
4/15/2009,26.174999,26.5,25.65,26.424999,22.276594,27098134
4/16/2009,26.625,26.75,25.4,25.5,21.496807,23959534
4/17/2009,25.799999,26.174999,25.174999,25.5,21.496807,43197126
4/20/2009,25.5,26.4,25.15,26.35,22.213369,18224130
4/21/2009,25.25,25.85,25.1,25.625,21.602182,31535900
4/22/2009,25.725,26.049999,25.1,25.15,21.201754,17271556
4/23/2009,25.475,25.75,25.049999,25.65,21.623257,15032648
4/24/2009,25.700001,25.700001,25.1,25.575001,21.56003,17667248
4/27/2009,25.5,25.5,24.6,24.85,20.948851,22239846
4/28/2009,24.4,24.6,22.174999,22.625,19.073149,76920020
4/29/2009,22.5,23.549999,22.35,23.424999,19.747555,36372722
4/30/2009,24.049999,24.85,24.049999,24.25,20.443045,35742998
5/4/2009,24.475,25.5,24.475,25.35,21.370359,27407648
5/5/2009,25.525,25.525,24.225,24.725,20.843475,38662610
5/6/2009,24.725,25.625,24.299999,25.450001,21.454659,38448000
5/7/2009,26,26.049999,25.1,25.6,21.58111,27800622
5/8/2009,25.9,25.9,25.15,25.5,21.496807,20857406
5/11/2009,24.9,25.950001,24.775,24.975,21.054224,21126484
5/12/2009,24.475,25.700001,24.25,25.35,21.370359,24998944
5/13/2009,25.35,25.65,24.924999,25.200001,21.243904,18442752
5/14/2009,24.5,24.65,24.174999,24.275,20.464113,18051718
5/15/2009,24.65,25,24.525,24.674999,20.801323,10095136
5/18/2009,24.25,25.275,23.799999,24.924999,21.012075,13160836
5/19/2009,26,26.6,25.6,26.5,22.339819,37098822
5/20/2009,26,26.299999,25.924999,26.200001,22.086916,19171170
5/21/2009,26.200001,26.200001,25.275,25.549999,21.538958,18532970
5/22/2009,25.5,25.6,24.5,25.125,21.180683,15872922
5/25/2009,25.25,25.25,24.5,24.775,20.885622,15467796
5/26/2009,24.65,24.975,24.4,24.424999,20.59057,9276038
5/27/2009,24.975,25.6,24.799999,25.549999,21.538958,26812476
5/29/2009,25.950001,27.25,25.049999,26.875,22.655949,48904642
6/1/2009,27,29.325001,27,28.950001,24.405199,48192858
6/2/2009,29,29.75,28.049999,28.275,23.836164,37962936
6/3/2009,28.674999,29.5,28.200001,28.549999,24.067991,24271430
6/4/2009,28.6,29.075001,28.200001,28.924999,24.384123,16525370
6/5/2009,29.375,29.6,28.975,29.525,24.889929,15957514
6/8/2009,29.525,29.525,29.525,29.525,24.889929,0
6/9/2009,29.525,29.525,29.525,29.525,24.889929,0
6/10/2009,29.525,29.525,29.525,29.525,24.889929,0
6/11/2009,29.525,29.525,29.525,29.525,24.889929,0
6/12/2009,29.525,29.525,29.525,29.525,24.889929,0
6/15/2009,29.450001,30.5,28.424999,28.575001,24.089069,57883128
6/16/2009,27.6,27.674999,26.5,27.125,22.866703,65058528
6/17/2009,26.5,26.875,25.9,26.5,22.339819,50295430
6/18/2009,26.575001,27.1,26.15,26.475,22.318747,36109264
6/19/2009,26.525,26.75,25.775,26,21.918312,37970140
6/22/2009,25.75,27.049999,25.75,26.1,22.002615,39057820
6/23/2009,25.25,25.625,25,25.450001,21.454659,32476914
6/24/2009,25.75,26.424999,25.299999,26.35,22.213369,24849578
6/25/2009,26.5,26.799999,26.25,26.6,22.424126,24337394
6/26/2009,26.9,27.375,26.6,27.15,22.887779,23724994
6/29/2009,27.025,27.25,26.6,26.674999,22.487343,16210508
6/30/2009,27.1,27.15,26.075001,26.225,22.107996,21454582
7/2/2009,27.1,27.9,26.75,27.1,22.845627,43829254
7/3/2009,26.9,28.625,26.75,28.325001,23.878319,38936556
7/6/2009,28.325001,29.325001,27.950001,28.799999,24.278749,45598112
7/7/2009,28.549999,29.1,27.6,27.85,23.47789,34277734
7/8/2009,27.1,27.549999,26.75,27.4,23.098528,22834534
7/9/2009,28,28.075001,27,27.775,23.414656,19588992
7/10/2009,27.75,28.65,27.6,27.975,23.583261,20763206
7/13/2009,27.924999,27.924999,26.5,27.25,22.97208,20196538
7/14/2009,27.975,28.725,27.975,28.674999,24.173374,30121564
7/15/2009,29,29.65,28.9,29.15,24.573801,29970346
7/16/2009,29.65,29.799999,29.275,29.325001,24.721331,23420306
7/17/2009,29.549999,30,29.5,29.700001,25.037462,24632646
7/20/2009,30.049999,32.825001,30,32.75,27.608646,43067534
7/21/2009,33.125,34.150002,32.650002,33.075001,27.882627,47163514
7/22/2009,33.25,33.5,32.150002,32.200001,27.144989,32863144
7/23/2009,32.625,33.599998,32.424999,33,27.819393,19742512
7/24/2009,33.400002,34.099998,32.549999,34,28.662411,24039862
7/27/2009,34.5,35.349998,34.174999,34.224998,28.852079,20123158
7/28/2009,34.325001,35.099998,33.700001,34.974998,29.484344,25471070
7/29/2009,34.400002,34.575001,33,33.5,28.240904,25846776
7/30/2009,33.474998,34.125,32.900002,33.700001,28.409502,27533150
7/31/2009,34.5,34.5,33.875,34.400002,28.999617,15077672
8/3/2009,34.400002,34.674999,33.75,34.599998,29.168221,10816472
8/4/2009,35.150002,35.150002,33.650002,33.974998,28.641335,19230728
8/5/2009,33.974998,34.400002,33.049999,33.549999,28.283051,17930078
8/6/2009,33.049999,33.549999,32.400002,33.474998,28.219833,24657424
8/7/2009,32.5,32.924999,32,32.224998,27.166061,29244698
8/10/2009,32.900002,32.974998,32.025002,32.549999,27.440042,21845936
8/11/2009,32.25,33.099998,32.25,33.049999,27.861547,13330106
8/12/2009,32.5,32.525002,32.099998,32.25,27.187141,32242330
8/13/2009,32.5,32.900002,32.349998,32.724998,27.587566,15918834
8/14/2009,32,32.75,31.75,32.5,27.397894,21008648
8/17/2009,31.225,31.450001,30.4,30.6,25.796171,41422128
8/18/2009,29.75,31,29.575001,30.775,25.943699,32282392
8/19/2009,30.5,30.924999,29.6,30.325001,25.564342,28252842
8/20/2009,30.825001,31.25,30.549999,30.875,26.028,14314068
